0,1
-0.30407766,-0.5154139
-0.17744114,-0.13539761
-0.6390865,-0.91213953
1.7798315,0.9359252
-0.20087472,-0.32031462
3.1554852,3.1280508
-0.045304306,-0.040948287
-0.5612515,-0.65438324
-0.46949002,-0.108398296
-3.3037555,-3.1074991
-1.2909132,-1.2561733
-0.3076945,-0.25926673
4.454982,3.7543793
-0.22617486,-0.28786263
-0.41633347,-0.39487273
3.5295796,4.1700783
-1.0149794,-0.8878672
-0.44281116,-0.30867106
0.22611775,-0.15982346
-0.30076817,-0.4882115
-0.37709728,-0.62033576
3.2686617,3.5549054
-0.39227,-0.4161138
-0.104627974,-0.114177085
-0.03310481,-0.07220124
-0.38822556,-0.4635811
-0.5336212,-0.33853728
0.118449666,0.034365
-0.026174672,-0.20041963
-0.010065444,-0.31290403
0.009660279,-0.14097969
2.844276,2.4850078
-1.5694339,-1.3429064
-1.4192379,-1.4242966
-0.82225186,-0.5249389
-0.10383293,0.062274493
-0.52753973,-0.50214887
4.125804,4.936074
-0.11105249,-0.027673498
1.7090905,2.029053
-0.21165393,-0.032077316
0.13089342,0.028924273
-0.27289772,-0.2685773
-0.2764307,-0.13401316
3.1928284,3.5829415
-0.87877065,-0.74707824
3.2496998,2.3549356
-0.42583916,-0.19108665
0.55730265,1.0915022
0.53830177,0.17357045
-0.20189255,-0.38407663
-0.03835234,0.1780312
-1.2688493,-0.8864933
-0.3683853,-0.4122097
3.5064962,2.906037
-2.5664873,-2.4595509
0.31402424,0.55550253
2.2662427,1.9876684
-2.877757,-2.608015
0.18745945,0.12483121
0.04319353,-0.20598483
2.6063862,1.6343938
0.86048126,1.2495612
-0.15548286,-0.5703518
-1.3133442,-0.9561039
-0.19404534,-0.35913917
-0.30652782,-0.32546872
-0.4062616,-0.48200363
-0.40302747,-0.6665206
-0.6204034,-0.7891621
0.07854291,0.15554613
-0.45023403,-0.49129558
-2.4505148,-1.8711629
0.28228015,-0.17004138
-0.37688342,-0.15975839
0.29927498,0.1572605
-0.07091764,-0.033625893
-0.54091567,-0.52592826
-0.049289025,-0.08903876
1.881111,1.5868257
-0.16581982,-0.12996413
0.008689482,-0.063675076
-0.091424495,-0.13648759
-0.12598865,-0.17741768
2.3094695,2.5802765
-1.8365867,-1.806696
-0.16790833,-0.09293324
-0.06318252,0.28211024
-0.50978,-0.36973736
2.7733998,2.4656675
-0.48575312,-0.5514367
0.18202092,0.1022232
-0.2328019,-0.20001088
0.049632482,0.107125595
1.8601296,1.7577019
-0.5889201,-0.5238681
-0.8842632,-0.6905577
-0.9785857,-1.5165219
-0.22011647,-0.4535332
-0.78979766,-1.0313172
-0.6324009,-1.5442667
4.598007,2.433376
-0.2873233,-0.056494735
-0.22050609,-0.28295857
-0.15247796,-0.11380993
-0.5292188,-0.48377326
2.4026897,2.4522939
0.04872326,0.06517054
-1.4055723,-1.7204319
0.07364716,0.009245044
-0.21514985,-0.10509901
-0.062936574,-0.24178037
0.02960337,-0.045996282
-0.60837334,-0.82033116
-2.581881,-2.014007
0.47785228,-0.012148769
-0.8804591,-1.0665174
2.5028427,2.197852
-0.17905706,-0.25277215
-0.34041795,-0.9687805
-0.634418,-0.7311488
3.1158504,3.0500913
-0.20368196,0.047482744
-0.19553202,0.31698698
-0.4890896,0.019088183
-0.36187667,-0.20825869
-0.029524453,-0.015942013
-3.9688654,-3.964796
-0.8136715,-0.96361476
-0.32328784,-0.45885387
-3.827609,-3.6351295
-0.04736881,-0.10917553
-0.06737045,0.13741156
-0.06520462,-0.032700278
-0.36886466,-0.13829386
2.7094448,3.9028254
2.7981603,2.3148372
3.9060178,4.25817
1.7833518,1.8981018
-0.11108476,0.018518161
-2.7813456,-2.877704
-0.17338572,0.047799997
3.9250076,4.1056266
-0.2119838,-0.32567844
-1.6424074,-2.0296593
-0.3120082,-0.07815224
-1.1013584,-0.9090398
0.1450303,0.20577866
-2.1152644,-2.3755786
-0.07939368,-0.4608723
-1.5669731,-1.8113544
-0.27606446,-0.085335605
-0.09564357,-0.30493858
3.7521088,2.5064983
-1.145525,-1.6169508
-0.32191032,-0.27431694
-0.45131624,-0.35869765
-0.23827861,0.02884533
-0.5645605,-0.37273794
-0.9999805,-1.17407
-0.38084722,-0.48517966
-0.68212605,-0.8232871
-3.0360565,-2.214105
-1.2849174,-1.1660508
1.7069417,1.8240798
-0.35386756,-0.48293158
-0.035014424,-0.00593567
-0.2537099,-0.13638534
0.0444261,0.080666
-0.17911427,-0.26445755
3.2513156,3.8661227
4.4799976,3.4447944
-0.03797988,0.06464536
2.4936936,2.4149556
-0.53611517,-0.22061667
-0.70090187,-0.6769024
-0.27221745,-0.25154734
2.1080813,2.1465104
4.007648,3.7340996
-0.98805267,-0.6727904
